,ClipID,Boredom,Engagement,Confusion,Frustration 
1672,2100521013.avi,1,2,0,0
1673,2100521014.avi,0,2,0,1
1674,2100521015.avi,1,3,0,0
1675,2100521016.avi,0,3,0,0
1676,2100521017.avi,1,2,1,0
1677,2100521018.avi,3,2,0,0
1678,2100521021.avi,1,3,1,1
1679,2100521022.avi,1,2,1,1
1680,2100521023.avi,0,2,0,0
1681,2100521024.avi,0,2,0,0
1682,2100521025.avi,1,2,1,1
1683,2100521026.avi,0,2,0,0
1684,2100521027.avi,1,2,1,1
1685,2100521028.avi,1,2,1,1
1686,2100521029.avi,0,3,0,0
1687,2100521030.avi,1,2,0,0
1688,2100521031.avi,1,2,0,1
1689,2100521032.avi,2,1,2,0
1690,2100521033.avi,2,3,0,0
1691,2100521034.avi,1,2,1,1
1692,2100521035.avi,2,2,2,2
1693,2100521037.avi,0,3,0,0
1694,2100521038.avi,0,2,0,0
1695,2100521039.avi,1,2,1,1
1696,2100521040.avi,1,3,0,0
1697,2100521041.avi,1,2,0,0
1698,2100521042.avi,2,2,1,1
1699,2100521043.avi,0,2,0,0
1700,2100521044.avi,0,3,0,0
1701,2100521046.avi,1,2,0,0
1702,2100521047.avi,1,2,0,0
1703,2100521048.avi,0,2,0,0
1704,2100521049.avi,1,2,0,1
1705,2100521050.avi,0,2,0,0
1706,2100521051.avi,1,2,1,0
1707,2100521052.avi,2,2,0,0
1708,2100521054.avi,0,2,1,1
1709,2100521055.avi,1,2,0,1
1710,2100521056.avi,0,2,0,0
1711,2100521057.avi,0,2,0,0
1712,2100521059.avi,0,3,0,0
1713,2100521060.avi,1,2,0,0
1714,2100521061.avi,1,2,1,1
1715,2100521062.avi,0,2,0,0
1716,2100521063.avi,2,2,0,0
1717,2100521067.avi,2,2,0,0
1718,2100521069.avi,1,2,1,1
1719,2100521070.avi,1,2,0,0
1720,2100521072.avi,0,3,0,0
1721,2100521073.avi,1,2,0,0
1722,2100521074.avi,0,3,0,0
1723,2100521075.avi,0,2,0,0
1724,2100521076.avi,1,3,1,1
1725,2100521077.avi,0,2,0,0
1726,2100521078.avi,0,3,0,0
1727,2100521079.avi,1,2,0,0
1728,2100522001.avi,0,2,0,0
1729,2100522004.avi,1,3,2,0
1730,2100522005.avi,2,2,0,0
1731,2100522006.avi,0,2,0,0
1732,2100522007.avi,0,3,0,0
1733,2100522008.avi,0,2,1,0
1734,2100522009.avi,0,3,0,0
1735,2100522010.avi,0,2,0,0
1736,2100522011.avi,1,2,1,0
1737,2100522012.avi,1,2,1,1
1738,2100522013.avi,1,2,0,0
1739,2100522018.avi,1,2,0,0
1740,2100522019.avi,1,3,0,0
1741,2100522020.avi,0,2,0,0
1742,2100522021.avi,0,2,0,0
1743,2100522023.avi,0,3,0,1
1744,2100522024.avi,0,3,0,0
1745,2100522026.avi,2,3,0,0
1746,2100522028.avi,2,2,1,1
1747,2100522031.avi,2,3,0,0
1748,2100522033.avi,0,2,0,0
1749,2100522034.avi,0,2,0,0
1750,2100522035.avi,0,2,1,0
1751,2100522036.avi,1,2,0,0
1752,2100522038.avi,2,2,0,0
1753,2100522039.avi,1,2,1,1
1754,2100522040.avi,1,2,0,0
1755,2100522041.avi,0,2,0,0
1756,2100522042.avi,1,2,0,0
1757,2100522046.avi,2,2,2,3
1758,2100522047.avi,2,2,1,2
1759,2100522048.avi,3,2,1,1
1760,2100522049.avi,1,3,2,1
1761,2100522050.avi,0,2,1,0
1762,2100522051.avi,0,2,0,0
1763,2100522052.avi,0,2,0,0
1764,2100522053.avi,1,2,1,1
1765,2100522054.avi,0,3,0,0
1766,2100522055.avi,0,3,0,0
1767,2100522056.avi,2,2,0,0
1768,2100522059.avi,1,2,0,0
1769,2100522060.avi,0,2,0,0
1770,2100522061.avi,0,2,0,0
1771,2100522062.avi,0,2,1,1
1772,2100522063.avi,0,3,0,0
1773,2100522064.avi,2,2,2,0
1774,2100522067.avi,2,2,0,0
1775,2100522068.avi,1,2,1,1
1776,2100522070.avi,0,2,0,0
1777,2100531001.avi,0,3,0,0
1778,2100531002.avi,1,2,0,0
1779,2100531003.avi,0,3,1,0
1780,2100531004.avi,0,3,0,0
1781,2100531006.avi,0,3,0,0
1782,2100531007.avi,1,2,1,1
1783,2100531008.avi,0,2,1,0
1784,2100531009.avi,0,3,0,0
1785,2100531010.avi,0,3,0,0
1786,2100531012.avi,1,3,1,1
1787,2100531013.avi,0,2,0,0
1788,2100531014.avi,0,3,1,1
1789,2100531015.avi,0,3,0,0
1790,2100531016.avi,0,2,1,2
1791,2100531017.avi,1,2,0,0
1792,2100531018.avi,0,3,0,0
1793,2100531019.avi,0,3,0,0
1794,2100531021.avi,0,3,0,0
1795,2100531022.avi,1,2,0,1
1796,2100531023.avi,0,3,0,0
1797,2100531024.avi,0,3,2,0
1798,2100531025.avi,0,2,1,0
1799,2100531026.avi,1,2,0,0
1800,2100531027.avi,0,3,0,0
1801,2100531028.avi,0,3,0,0
1802,2100531030.avi,0,2,2,0
1803,2100531031.avi,1,2,0,0
1804,2100531033.avi,0,2,0,0
1805,2100531034.avi,0,3,0,0
1806,2100531035.avi,0,3,2,1
1807,2100531036.avi,0,2,0,2
1808,2100531037.avi,0,2,0,0
1809,2100531040.avi,0,3,0,0
1810,2100531041.avi,0,2,0,0
1811,2100531042.avi,0,3,1,1
1812,2100531043.avi,0,3,1,0
1813,2100531044.avi,0,3,0,0
1814,2100531045.avi,0,3,0,0
1815,2100531047.avi,0,3,0,0
1816,2100531048.avi,1,2,2,1
1817,2100531049.avi,0,3,0,0
1818,2100531050.avi,0,2,2,0
1819,2100531051.avi,0,3,0,0
1820,2100531052.avi,0,3,1,0
1821,2100531053.avi,1,2,0,0
1822,2100531054.avi,0,1,2,2
1823,2100531055.avi,0,3,0,0
1824,2100531056.avi,0,2,0,0
1825,2100531057.avi,0,3,0,1
1826,2100531058.avi,0,3,2,1
1827,2100531059.avi,0,2,0,0
1828,2100531060.avi,0,3,1,1
1829,2100531061.avi,0,2,0,0
1830,2100531063.avi,0,3,0,0
1831,2100531064.avi,1,2,1,2
1832,2100531065.avi,0,2,1,0
1833,2100531066.avi,0,3,0,0
1834,2100531067.avi,1,3,2,1
1835,2100531068.avi,0,3,0,0
1836,2100531070.avi,0,2,1,0
1837,2100531071.avi,0,2,1,0
1838,2100531072.avi,0,2,1,0
1839,2100531073.avi,0,2,1,1
1840,2100531074.avi,0,3,1,0
1841,2100531076.avi,0,3,0,0
1842,2100531077.avi,1,3,1,1
1843,2100531078.avi,0,3,0,0
1844,2100531079.avi,0,3,0,0
1845,2100531080.avi,0,3,0,0
1846,2100531081.avi,1,2,2,0
1847,2100531082.avi,1,3,1,0
1848,2100531084.avi,0,3,2,0
1849,2100532002.avi,1,2,0,0
1850,2100532003.avi,2,2,0,0
1851,2100532004.avi,1,2,1,1
1852,2100532005.avi,1,3,0,0
1853,2100532007.avi,1,2,1,0
1854,2100532008.avi,1,2,0,0
1855,2100532010.avi,1,2,1,1
1856,2100532012.avi,1,2,0,2
1857,2100532013.avi,0,2,0,0
1858,2100532015.avi,0,2,2,2
1859,2100532016.avi,2,1,0,0
1860,2100532017.avi,0,3,2,0
1861,2100532019.avi,2,2,0,1
1862,2100532020.avi,0,2,0,0
1863,2100532022.avi,3,0,3,2
1864,2100532023.avi,1,2,1,1
1865,2100532024.avi,0,3,0,0
1866,2100532025.avi,1,3,0,0
1867,2100532026.avi,0,3,0,0
1868,2100532027.avi,0,3,0,0
1869,2100532028.avi,1,3,0,0
1870,2100532029.avi,0,2,0,0
1871,2100532030.avi,1,2,0,0
1872,2100532031.avi,0,2,0,0
1873,2100532032.avi,0,3,0,0
1874,2100532033.avi,1,2,0,0
1875,2100532034.avi,0,2,0,0
1876,2100532037.avi,0,3,0,0
1877,2100532042.avi,0,2,0,0
1878,2100532043.avi,0,3,0,0
1879,2100532044.avi,0,2,1,0
1880,2100532045.avi,1,2,0,0
1881,2100532046.avi,0,3,0,0
1882,2100532047.avi,1,2,1,1
1883,2100532048.avi,0,3,0,0
1884,2100532050.avi,0,3,0,0
1885,2100532052.avi,0,2,2,1
1886,2100532053.avi,0,3,0,0
1887,2100532054.avi,0,3,0,0
1888,2100532055.avi,0,3,0,0
1889,2100532056.avi,1,2,1,1
1890,2100532057.avi,2,2,1,1
1891,2100532058.avi,0,3,0,0
1892,2100532059.avi,0,3,0,0
1893,2100532060.avi,1,3,0,0
1894,2100532061.avi,0,3,0,0
1895,2100532062.avi,0,2,0,0
1896,2100532063.avi,1,3,0,0
1897,2100532064.avi,0,3,0,0
1898,2100532066.avi,0,3,0,0
1899,2100532067.avi,1,2,1,1
1900,2100532068.avi,1,3,0,0
1901,2100532070.avi,0,3,0,0
1902,2100532071.avi,0,3,0,0
1903,2100532072.avi,0,2,0,0
1904,2100551002.avi,0,2,2,0
1905,2100551005.avi,3,0,2,2
1906,2100551006.avi,1,2,2,2
1907,2100551007.avi,0,3,0,2
1908,2100551010.avi,3,1,2,1
1909,2100551011.avi,2,2,2,1
1910,2100551013.avi,0,3,0,0
1911,2100551014.avi,0,2,0,0
1912,2100551015.avi,0,2,1,0
1913,2100551016.avi,0,2,0,0
1914,2100551017.avi,0,3,0,0
1915,2100551018.avi,1,3,0,2
1916,2100551019.avi,0,3,0,0
1917,2100551020.avi,2,2,1,1
1918,2100551021.avi,2,3,0,2
1919,2100551022.avi,1,2,2,2
1920,2100551023.avi,1,2,0,0
1921,2100551024.avi,2,3,0,0
1922,2100551025.avi,2,2,0,0
1923,2100551027.avi,0,2,0,1
1924,2100551028.avi,0,3,0,0
1925,2100551029.avi,1,2,0,0
1926,2100551032.avi,1,1,0,0
1927,2100551033.avi,0,2,2,1
1928,2100551034.avi,2,2,2,0
1929,2100551035.avi,2,1,0,2
1930,2100551036.avi,0,2,0,0
1931,2100551037.avi,2,2,2,0
1932,2100551039.avi,0,2,2,2
1933,2100551041.avi,1,2,2,2
1934,2100551042.avi,3,1,0,0
1935,2100551043.avi,1,2,0,0
1936,2100551044.avi,0,2,2,2
1937,2100551045.avi,0,2,1,0
1938,2100551046.avi,1,2,0,0
1939,2100551049.avi,0,3,0,0
1940,2100551050.avi,0,3,0,0
1941,2100551051.avi,2,2,0,0
1942,2100551052.avi,2,2,1,1
1943,2100551053.avi,0,3,2,1
1944,2100551054.avi,1,2,0,0
1945,2100551055.avi,1,2,0,0
1946,2100551056.avi,1,3,0,0
1947,2100551057.avi,2,3,1,2
1948,2100551059.avi,2,2,0,0
1949,2100551060.avi,2,3,0,0
1950,2100551061.avi,2,2,0,0
1951,2100551062.avi,2,2,0,0
1952,2100551063.avi,2,2,1,2
1953,2100551064.avi,0,2,0,0
1954,2100551065.avi,0,2,2,0
1955,2100551066.avi,2,3,0,0
1956,2100551067.avi,2,2,0,0
1957,2100551068.avi,2,3,0,0
1958,2100551069.avi,0,3,0,0
1959,2100551071.avi,0,3,0,0
1960,2100551072.avi,2,2,0,0
1961,2100551073.avi,0,2,2,1
1962,2100551074.avi,0,2,1,1
1963,2100551075.avi,0,2,0,1
1964,2100551076.avi,0,3,0,0
1965,2100551077.avi,0,2,1,0
1966,2100551079.avi,0,2,3,0
1967,2100551080.avi,0,3,0,0
1968,2100551081.avi,2,2,2,0
1969,2100552002.avi,1,3,1,0
1970,2100552003.avi,1,2,2,2
1971,2100552004.avi,0,2,0,0
1972,2100552005.avi,1,2,1,0
1973,2100552006.avi,1,2,1,1
1974,2100552007.avi,1,2,1,1
1975,2100552008.avi,0,2,0,0
1976,2100552009.avi,0,3,0,0
1977,2100552010.avi,1,2,0,0
1978,2100552011.avi,0,2,1,2
1979,2100552012.avi,2,2,2,0
1980,2100552013.avi,1,2,0,0
1981,2100552014.avi,2,2,1,0
1982,2100552015.avi,0,3,1,0
1983,2100552016.avi,2,2,0,0
1984,2100552017.avi,1,2,3,0
1985,2100552018.avi,2,2,0,2
1986,2100552019.avi,0,3,0,0
1987,2100552021.avi,2,2,0,0
1988,2100552022.avi,0,3,0,0
1989,2100552023.avi,1,2,0,0
1990,2100552024.avi,2,2,1,0
1991,2100552025.avi,1,3,1,1
1992,2100552027.avi,2,3,0,0
1993,2100552028.avi,1,3,1,1
1994,2100552029.avi,1,3,2,0
1995,2100552030.avi,1,3,2,1
1996,2100552031.avi,2,2,2,1
1997,2100552032.avi,0,3,0,0
1998,2100552033.avi,0,3,0,1
1999,2100552034.avi,1,3,1,0
2000,2100552035.avi,2,2,1,3
2001,2100552037.avi,2,2,2,1
2002,2100552038.avi,1,2,0,0
2003,2100552039.avi,0,2,1,0
2004,2100552041.avi,1,2,2,0
2005,2100552042.avi,1,3,0,0
2006,2100552043.avi,0,2,2,0
2007,2100552044.avi,0,3,1,0
2008,2100552045.avi,2,2,0,1
2009,2100552047.avi,0,3,0,0
2010,2100552048.avi,2,1,2,1
2011,2100552051.avi,0,3,0,2
2012,2100552052.avi,0,3,0,0
2013,2100552053.avi,1,2,2,1
2014,2100552055.avi,1,2,2,0
2015,2100552057.avi,0,3,0,0
2016,2100552059.avi,2,3,1,0
2017,2100552060.avi,0,2,1,2
2018,2100552062.avi,2,2,0,0
2019,2100552063.avi,0,1,1,2
2020,2100552065.avi,2,2,0,1
2021,2100552066.avi,1,2,0,1
2022,2100552068.avi,2,2,0,0
2023,2100552072.avi,2,2,1,1
2024,2100561006.avi,1,2,1,0
2025,2100561010.avi,1,2,0,0
2026,2100561011.avi,0,2,0,0
2027,2100561013.avi,0,3,0,0
2028,2100561014.avi,0,3,0,0
2029,2100561015.avi,1,2,1,0
2030,2100561016.avi,0,2,0,0
2031,2100561018.avi,0,3,0,0
2032,2100561019.avi,0,3,0,0
2033,2100561020.avi,0,3,0,0
2034,2100561021.avi,0,3,0,0
2035,2100561022.avi,0,2,0,0
2036,2100561023.avi,0,3,0,0
2037,2100561024.avi,0,2,0,0
2038,2100561027.avi,0,3,1,0
2039,2100561029.avi,0,3,0,0
2040,2100561032.avi,1,2,0,0
2041,2100561038.avi,0,2,0,0
2042,2100561043.avi,1,3,1,0
2043,2100561044.avi,0,3,0,0
2044,2100561046.avi,0,3,0,0
2045,2100561051.avi,1,2,1,0
2046,2100561052.avi,0,3,0,0
2047,2100561053.avi,0,3,0,0
2048,2100561054.avi,0,2,1,0
2049,2100561056.avi,0,2,0,0
2050,2100561057.avi,1,3,0,1
2051,2100561058.avi,0,3,0,0
2052,2100561059.avi,0,3,0,0
2053,2100561062.avi,0,3,0,0
2054,2100561063.avi,0,2,1,1
2055,2100561064.avi,0,3,0,0
2056,2100561065.avi,0,3,1,0
2057,2100561070.avi,0,3,0,0
2058,2100561071.avi,1,2,0,1
2059,2100561074.avi,0,3,0,0
2060,2100561079.avi,0,2,0,0
2061,2100562001.avi,1,3,0,0
2062,2100562002.avi,0,3,0,0
2063,2100562003.avi,0,3,0,0
2064,2100562004.avi,0,3,0,0
2065,2100562005.avi,1,2,0,0
2066,2100562007.avi,0,3,0,0
2067,2100562008.avi,2,2,0,0
2068,2100562009.avi,0,3,0,0
2069,2100562010.avi,1,3,0,0
2070,2100562011.avi,0,3,0,0
2071,2100562012.avi,0,3,0,0
2072,2100562013.avi,0,2,0,0
2073,2100562014.avi,0,3,0,0
2074,2100562015.avi,0,3,0,0
2075,2100562017.avi,1,3,0,0
2076,2100562018.avi,0,3,0,0
2077,2100562019.avi,2,1,2,0
2078,2100562020.avi,0,2,0,0
2079,2100562024.avi,2,1,1,0
2080,2100562026.avi,0,2,1,0
2081,2100562027.avi,1,2,0,0
2082,2100562029.avi,1,3,0,0
2083,2100562030.avi,1,2,0,1
2084,2100562032.avi,0,2,0,0
2085,2100562033.avi,2,2,0,0
2086,2100562034.avi,0,3,0,0
2087,2100562035.avi,2,3,0,0
2088,2100562037.avi,0,3,0,0
2089,2100562038.avi,2,2,0,0
2090,2100562039.avi,2,2,2,1
2091,2100562040.avi,0,2,0,0
2092,2100562042.avi,1,3,0,0
2093,2100562043.avi,0,2,1,0
2094,2100562044.avi,0,2,1,1
2095,2100562046.avi,0,2,0,0
2096,2100562047.avi,0,3,0,0
2097,2100562048.avi,1,3,0,1
2098,2100562049.avi,0,2,1,0
2099,2100562050.avi,1,2,2,1
2100,2100562051.avi,1,2,1,0
2101,2100562053.avi,0,3,1,0
2102,2100562054.avi,2,2,0,0
2103,2100562055.avi,1,2,1,1
2104,2100562056.avi,0,3,0,0
2105,2100562058.avi,1,3,3,0
2106,2100562059.avi,0,3,0,0
2107,2100562060.avi,1,2,1,1
2108,2100562061.avi,1,3,0,0
2109,2100571001.avi,0,2,1,2
2110,2100571002.avi,2,1,2,0
2111,2100571004.avi,2,2,0,0
2112,2100571007.avi,3,1,0,0
2113,2100571008.avi,1,3,0,0
2114,2100571009.avi,1,2,0,0
2115,2100571011.avi,0,2,1,0
2116,2100571012.avi,1,2,0,1
2117,2100571013.avi,1,3,0,0
2118,2100571015.avi,1,2,1,1
2119,2100571017.avi,1,2,0,0
2120,2100571018.avi,2,2,0,0
2121,2100571019.avi,1,2,0,1
2122,2100571020.avi,0,2,0,0
2123,2100571021.avi,2,1,0,0
2124,2100571022.avi,1,2,0,0
2125,2100571023.avi,2,1,1,1
2126,2100571024.avi,2,2,1,1
2127,2100571025.avi,1,2,0,0
2128,2100571027.avi,1,2,0,0
2129,2100571029.avi,2,2,0,0
2130,2100571030.avi,2,2,0,0
2131,2100571031.avi,3,2,0,0
2132,2100571033.avi,2,2,0,1
2133,2100571034.avi,1,2,0,0
2134,2100571036.avi,2,2,1,1
2135,2100571038.avi,1,1,0,1
2136,2100571039.avi,0,2,0,0
2137,2100571040.avi,1,3,0,0
2138,2100571041.avi,0,3,0,0
2139,2100571042.avi,0,3,0,0
2140,2100571044.avi,2,1,0,3
2141,2100571045.avi,2,3,0,1
2142,2100571046.avi,2,3,0,0
2143,2100571047.avi,1,2,0,0
2144,2100571048.avi,2,3,0,0
2145,2100571049.avi,3,1,1,0
2146,2100571050.avi,1,2,0,0
2147,2100571051.avi,2,2,1,1
2148,2100571052.avi,0,2,0,0
2149,2100571053.avi,2,2,1,1
2150,2100571055.avi,0,3,0,0
2151,2100571056.avi,2,2,0,1
2152,2100571057.avi,1,2,0,0
2153,2100571058.avi,1,2,0,1
2154,2100571061.avi,2,2,0,0
2155,2100571062.avi,2,1,1,2
2156,2100571063.avi,1,2,0,0
2157,2100571064.avi,0,2,0,0
2158,2100571065.avi,0,3,0,0
2159,2100571066.avi,1,2,0,1
2160,2100571067.avi,2,2,0,0
2161,2100571068.avi,3,2,0,0
2162,2100571069.avi,1,2,0,0
2163,2100571070.avi,1,2,1,0
2164,2100571072.avi,2,3,0,0
2165,2100571073.avi,0,2,0,0
2166,2100571074.avi,0,2,0,0
2167,2100571075.avi,1,3,0,0
2168,2100571077.avi,1,3,0,0
2169,2100571078.avi,1,3,0,0
2170,2100571079.avi,2,2,0,0
2171,2100571081.avi,2,3,0,0
2172,2100571082.avi,1,2,0,0
2173,2100572001.avi,0,2,0,0
2174,2100572002.avi,0,3,0,0
2175,2100572004.avi,0,2,0,0
2176,2100572006.avi,0,3,0,0
2177,2100572009.avi,0,2,0,0
2178,2100572010.avi,1,3,0,0
2179,2100572011.avi,1,3,0,0
2180,2100572012.avi,2,2,1,1
2181,2100572013.avi,1,3,1,1
2182,2100572015.avi,0,3,0,0
2183,2100572017.avi,0,3,0,0
2184,2100572018.avi,0,3,0,0
2185,2100572019.avi,1,2,0,1
2186,2100572020.avi,1,2,1,1
2187,2100572021.avi,2,1,0,0
2188,2100572023.avi,2,2,0,0
2189,2100572024.avi,1,3,0,0
2190,2100572025.avi,0,2,0,0
2191,2100572026.avi,1,2,1,1
2192,2100572027.avi,2,2,0,0
2193,2100572028.avi,2,2,0,0
2194,2100572029.avi,1,2,1,0
2195,2100572030.avi,0,2,0,0
2196,2100572032.avi,0,2,0,0
2197,2100572033.avi,0,3,0,0
2198,2100572034.avi,0,2,1,2
2199,2100572036.avi,2,2,1,0
2200,2100572038.avi,1,2,3,1
2201,2100572039.avi,0,3,0,0
2202,2100572040.avi,2,2,0,0
2203,2100572041.avi,2,3,1,1
2204,2100572042.avi,2,2,0,0
2205,2100572043.avi,2,2,0,0
2206,2100572044.avi,2,2,0,0
2207,2100572045.avi,1,2,0,0
2208,2100572046.avi,2,3,0,0
2209,2100572047.avi,0,3,0,0
2210,2100572048.avi,0,3,0,0
2211,2100572050.avi,1,3,0,0
2212,2100572051.avi,1,3,0,0
2213,2100572054.avi,0,2,1,0
2214,2100572055.avi,2,3,0,0
2215,2100572056.avi,0,3,0,0
2216,2100572057.avi,2,1,0,1
2217,2100572058.avi,2,2,1,0
2218,2100572059.avi,2,2,0,0
2219,2100572060.avi,2,2,1,1
2220,2100572061.avi,2,2,1,0
2221,2100572062.avi,0,3,0,0
2222,2100572063.avi,1,2,1,0
2223,2100572064.avi,2,3,0,0
2224,2100572067.avi,2,2,0,0
2225,2100572068.avi,0,2,0,0
2226,2100572069.avi,2,2,0,0
2227,2100581001.avi,2,1,1,1
2228,2100581002.avi,0,3,0,0
2229,2100581003.avi,2,2,0,0
2230,2100581004.avi,2,2,0,0
2231,2100581005.avi,2,2,2,0
2232,2100581006.avi,0,2,0,0
2233,2100581007.avi,2,3,0,0
2234,2100581009.avi,1,2,0,0
2235,2100581010.avi,2,2,0,0
2236,2100581011.avi,1,3,1,0
2237,2100581012.avi,1,3,0,1
2238,2100581013.avi,2,2,2,1
2239,2100581014.avi,0,3,0,0
2240,2100581015.avi,1,3,0,0
2241,2100581018.avi,0,3,0,0
2242,2100581019.avi,1,3,0,1
2243,2100581021.avi,2,1,1,0
2244,2100581022.avi,1,2,1,1
2245,2100581024.avi,2,2,1,1
2246,2100581025.avi,0,3,0,0
2247,2100581026.avi,2,2,0,0
2248,2100581027.avi,0,2,0,0
2249,2100581028.avi,0,3,0,0
2250,2100581029.avi,0,2,0,0
2251,2100581030.avi,0,2,0,0
2252,2100581034.avi,2,2,0,0
2253,2100581035.avi,2,2,0,0
2254,2100581036.avi,0,3,0,0
2255,2100581037.avi,1,3,0,0
2256,2100581038.avi,2,2,0,0
2257,2100581039.avi,2,2,0,0
2258,2100581040.avi,0,2,0,0
2259,2100581041.avi,1,2,0,0
2260,2100581042.avi,0,2,1,0
2261,2100581044.avi,1,2,0,0
2262,2100581045.avi,1,2,0,0
2263,2100581051.avi,0,2,0,0
2264,2100581054.avi,0,3,0,0
2265,2100581056.avi,0,3,0,0
2266,2100581057.avi,1,3,0,0
2267,2100581058.avi,2,3,0,0
2268,2100581059.avi,2,2,0,0
2269,2100581061.avi,1,2,1,0
2270,2100581062.avi,1,3,1,1
2271,2100581064.avi,1,3,0,0
2272,2100581066.avi,0,2,0,0
2273,2100581067.avi,1,2,0,1
2274,2100581068.avi,1,2,0,0
2275,2100581069.avi,0,2,0,0
2276,2100581070.avi,3,2,0,0
2277,2100581071.avi,2,2,0,0
2278,2100581072.avi,2,2,0,1
2279,2100581073.avi,1,2,0,0
2280,2100581074.avi,1,2,2,1
2281,2100581075.avi,1,3,0,0
2282,2100581076.avi,0,2,0,0
2283,2100581077.avi,2,3,1,1
2284,2100582001.avi,2,2,0,0
2285,2100582002.avi,2,2,0,0
2286,2100582003.avi,1,3,0,0
2287,2100582004.avi,0,3,0,0
2288,2100582005.avi,2,3,0,0
2289,2100582006.avi,1,2,1,0
2290,2100582008.avi,0,2,0,0
2291,2100582009.avi,1,3,0,0
2292,2100582012.avi,2,2,0,0
2293,2100582013.avi,2,2,0,1
2294,2100582015.avi,1,2,0,0
2295,2100582017.avi,1,2,0,0
2296,2100582019.avi,1,2,0,0
2297,2100582020.avi,0,2,0,0
2298,2100582021.avi,2,2,0,1
2299,2100582023.avi,1,2,0,0
2300,2100582024.avi,0,2,0,0
2301,2100582025.avi,0,3,0,0
2302,2100582026.avi,1,3,0,0
2303,2100582027.avi,2,1,0,0
2304,2100582028.avi,1,2,0,0
2305,2100582038.avi,1,2,0,0
2306,2100582043.avi,0,3,2,0
2307,2100582044.avi,2,2,2,1
2308,2100582045.avi,2,2,0,0
2309,2100582046.avi,2,2,1,0
2310,2100582048.avi,0,3,0,0
2311,2100582050.avi,1,2,0,0
2312,2100582051.avi,2,2,0,0
2313,2100582052.avi,3,0,0,0
2314,2100582053.avi,3,3,0,0
2315,2100582054.avi,1,2,0,0
2316,2100582055.avi,3,0,0,0
2317,2100582056.avi,3,0,0,0
2318,2100582057.avi,3,0,1,0
2319,2100582058.avi,3,0,0,0
2320,2100582060.avi,3,0,0,0
2321,2100582061.avi,3,1,0,0
2322,2100582062.avi,3,0,0,0
2323,2100582064.avi,3,3,1,0
2324,2100582067.avi,2,2,0,0
2325,2100582069.avi,2,2,0,1
2326,2100591002.avi,1,3,0,0
2327,2100591003.avi,0,3,0,0
2328,2100591004.avi,1,3,0,0
2329,2100591005.avi,0,3,0,0
2330,2100591006.avi,0,3,0,0
2331,2100591007.avi,0,3,0,0
2332,2100591008.avi,0,3,0,0
2333,2100591010.avi,0,3,2,0
2334,2100591013.avi,0,2,0,0
2335,2100591015.avi,0,2,0,0
2336,2100591016.avi,0,3,0,0
2337,2100591017.avi,1,2,0,0
2338,2100591019.avi,2,2,0,0
2339,2100591020.avi,0,3,0,0
2340,2100591021.avi,1,2,0,0
2341,2100591022.avi,0,3,1,1
2342,2100591023.avi,1,2,0,0
2343,2100591025.avi,0,3,0,0
2344,2100591026.avi,1,2,1,1
2345,2100591027.avi,1,2,0,1
2346,2100591028.avi,0,2,0,0
2347,2100591030.avi,0,2,0,0
2348,2100591034.avi,0,3,0,0
2349,2100591035.avi,0,3,1,0
2350,2100591036.avi,0,3,0,0
2351,2100591037.avi,0,2,1,0
2352,2100591038.avi,0,2,0,0
2353,2100591039.avi,1,2,2,0
2354,2100591040.avi,2,3,1,0
2355,2100591041.avi,0,2,0,0
2356,2100591042.avi,0,3,0,0
2357,2100591043.avi,1,2,0,0
2358,2100591044.avi,2,3,0,1
2359,2100591045.avi,0,2,1,0
2360,2100591046.avi,1,1,0,0
2361,2100591047.avi,2,3,0,0
2362,2100591048.avi,0,3,0,0
2363,2100591049.avi,0,2,0,0
2364,2100591050.avi,1,3,0,0
2365,2100591053.avi,1,3,0,0
2366,2100591054.avi,1,3,1,0
2367,2100591055.avi,2,3,0,0
2368,2100591056.avi,0,3,0,0
2369,2100591057.avi,0,3,2,1
2370,2100591059.avi,0,3,0,0
2371,2100591060.avi,0,2,0,0
2372,2100591061.avi,0,3,0,0
2373,2100591062.avi,1,2,0,0
2374,2100591064.avi,2,2,0,0
2375,2100591065.avi,0,3,0,0
2376,2100591066.avi,1,3,0,0
2377,2100591067.avi,2,3,0,0
2378,2100591068.avi,0,3,0,0
2379,2100591069.avi,2,3,0,0
2380,2100591070.avi,0,3,0,0
2381,2100591072.avi,1,3,2,0
2382,2100591073.avi,0,3,0,0
2383,2100591074.avi,0,3,0,0
2384,2100591075.avi,0,3,0,0
2385,2100591076.avi,0,3,0,0
2386,2100591077.avi,1,3,1,1
2387,2100591078.avi,0,3,0,1
2388,2100591080.avi,1,3,1,0
2389,2100591081.avi,0,2,0,0
2390,2100591082.avi,0,3,0,0
2391,2100592002.avi,0,3,1,0
2392,2100592003.avi,0,3,0,0
2393,2100592004.avi,0,2,0,0
2394,2100592005.avi,0,3,0,0
2395,2100592007.avi,1,3,0,0
2396,2100592009.avi,0,3,1,1
2397,2100592010.avi,0,3,0,0
2398,2100592011.avi,0,2,0,0
2399,2100592012.avi,0,3,2,0
2400,2100592013.avi,0,2,0,0
2401,2100592014.avi,1,2,1,1
2402,2100592015.avi,1,3,0,0
2403,2100592016.avi,0,3,0,0
2404,2100592017.avi,0,3,0,0
2405,2100592018.avi,1,2,0,1
2406,2100592019.avi,1,3,0,0
